year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2014,Scion,xB,Base,wagon,automatic,jtlze4fe2ej051055,fl,47.0,11336.0,white,black,zimmerman auto brokers inc,15550.0,15200.0,Fri Jun 12 2015 02:30:00 GMT-0700 (PDT)
2011,Cadillac,DTS,Premium,Sedan,automatic,1g6kh5e69bu141580,ga,31.0,191716.0,black,tan,momentum motorcars,4525.0,5000.0,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2008,Volvo,XC90,V8,SUV,automatic,yv4cz852881469741,oh,42.0,76963.0,white,beige,wholesale inc # 2,14550.0,15200.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2013,Toyota,4Runner,SR5,suv,automatic,jtebu5jr0d5141839,nc,35.0,40825.0,gray,black,hendrick dodge,28000.0,26100.0,Mon Jun 01 2015 02:15:00 GMT-0700 (PDT)
2004,Nissan,Maxima,3.5 SL,Sedan,automatic,1n4ba41e74c919527,ca,2.0,146912.0,gray,gray,time finance co,3000.0,3600.0,Wed Feb 11 2015 04:05:00 GMT-0800 (PST)
2012,Toyota,Camry,LE,Sedan,automatic,4t4bf1fkxcr213526,oh,36.0,29859.0,silver,gray,toyota financial services,13750.0,13100.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2012,Cadillac,Escalade,Luxury,SUV,automatic,1gys4bef7cr191934,co,41.0,76211.0,brown,tan,the auto connection,29600.0,32000.0,Wed Feb 18 2015 03:45:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee1dc041600,fl,28.0,53474.0,gray,black,the hertz corporation,11500.0,11700.0,Tue May 26 2015 02:15:00 GMT-0700 (PDT)
2005,Toyota,Matrix,Base,wagon,automatic,2t1kr32e15c361565,oh,19.0,124642.0,white,gray,credit acceptance corp/vrs/southfield,3325.0,3000.0,Thu Jun 04 2015 02:00:00 GMT-0700 (PDT)
2005,Chevrolet,Equinox,LS,SUV,automatic,2cndl13f356066955,nv,24.0,79807.0,silver,gray,one nevada credit union,4300.0,4500.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2014,Chevrolet,Cruze,1LT,sedan,automatic,1g1pc5sb3e7344592,wa,48.0,5472.0,gray,gray,ge fleet services for itself/servicer,13200.0,13700.0,Wed Jun 17 2015 05:00:00 GMT-0700 (PDT)
2013,FIAT,500,Pop,Hatchback,automatic,3c3cffar3dt672448,ca,3.0,41390.0,black,gray,enterprise vehicle exchange / tra / rental / tulsa,8725.0,6800.0,Tue Feb 24 2015 04:00:00 GMT-0800 (PST)
2008,BMW,3 Series,328i,convertible,automatic,wbawl13558px20845,fl,36.0,59160.0,gray,beige,braman motors,16250.0,16800.0,Thu May 28 2015 02:40:00 GMT-0700 (PDT)
2012,Audi,A4,2.0T Premium,sedan,automatic,wauefafl5ca119590,ca,27.0,27507.0,white,black,vw credit,20800.0,19250.0,Thu Jun 18 2015 05:30:00 GMT-0700 (PDT)
2007,GMC,Acadia,SLE-1,SUV,automatic,1gkev13797j135069,mo,39.0,105309.0,white,black,santander consumer,8250.0,10100.0,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
2013,Ford,F-150,XL,SuperCab,automatic,1ftex1cm4dfb19680,tx,49.0,21959.0,white,gray,ford motor credit company llc,19600.0,21200.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2013,Honda,Accord,Touring V-6,Sedan,automatic,1hgcr3f95da000085,in,48.0,35029.0,silver,black,honda of america manufacturing,22500.0,23250.0,Thu Jan 22 2015 02:10:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtehf21a620078589,pa,23.0,180007.0,black,tan,bergeys chrysler jeep dodge,4500.0,4100.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2008,Toyota,FJ Cruiser,Base,SUV,manual,jtebu11fx8k045934,pa,44.0,109418.0,black,black,carriage traders,14700.0,14300.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
2014,Jeep,Wrangler,Sahara,SUV,automatic,1c4ajwbgxel116603,fl,46.0,22005.0,gray,black,chrysler capital,25500.0,25000.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST)
2004,Chevrolet,Impala,Base,Sedan,automatic,2g1wf52e449124467,nj,24.0,128473.0,gray,gray,elite acura,2025.0,1450.0,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp5bt008943,ca,22.0,38871.0,silver,gray,nissan-infiniti lt,9525.0,8250.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6arxbm409930,nj,43.0,25911.0,—,black,nissan infiniti lt,19500.0,19000.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2006,BMW,3 Series,330i,sedan,automatic,wbavb33566ks31584,nv,29.0,104938.0,silver,gray,audi henderson,7525.0,6900.0,Thu Jun 11 2015 07:30:00 GMT-0700 (PDT)
2005,Nissan,Murano,S,SUV,automatic,jn8az08t75w325388,fl,28.0,102033.0,black,tan,grow financial fcu,5800.0,5100.0,Thu Jan 08 2015 01:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,sedan,automatic,1n4al2ap9cn535019,fl,43.0,33534.0,blue,black,nissan-infiniti lt,11650.0,11600.0,Wed Jun 03 2015 02:00:00 GMT-0700 (PDT)
2014,Toyota,Corolla,S,sedan,automatic,5yfburhe8ep151554,mo,38.0,11552.0,white,black,toyota financial services,15000.0,14700.0,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2013,Chevrolet,Suburban,LTZ 1500,SUV,automatic,1gnskke74dr193864,ca,41.0,65452.0,silver,black,the hertz corporation,30300.0,31100.0,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2012,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,1ft8w3bt2cea84615,tn,41.0,81324.0,brown,brown,wholesale inc # 2,33400.0,35000.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2015,Chevrolet,Impala,LT,sedan,automatic,2g1125s35f9129443,fl,4.0,8656.0,silver,gray,gm remarketing,21900.0,21900.0,Mon Jun 15 2015 06:00:00 GMT-0700 (PDT)
2012,Jeep,Grand Cherokee,Laredo,suv,automatic,1c4rjfag1cc108634,ny,37.0,71308.0,silver,gray,chrysler capital,19000.0,18100.0,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2006,Cadillac,DTS,Performance,Sedan,automatic,1g6kd57916u116696,nj,24.0,108790.0,black,brown,santander consumer,4875.0,4200.0,Thu Jul 02 2015 13:20:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcc158275,nj,2.0,33751.0,gray,black,nissan-infiniti lt,12050.0,9900.0,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk6eu417561,nc,43.0,18312.0,gray,black,toyota motor sales usa inc/program,16450.0,16800.0,Tue Feb 24 2015 01:15:00 GMT-0800 (PST)
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em4e5299689,oh,46.0,21423.0,red,black,pauley motor car co preowned vehicles llc,18300.0,18600.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2001,BMW,7 Series,740iL,Sedan,automatic,wbagh83401dp23200,md,1.0,78613.0,silver,black,remarketing by ge/nextgear capital,3700.0,3500.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2014,MINI,Cooper Clubman,S,Hatchback,automatic,wmwzg3c5xet800402,oh,43.0,16815.0,white,black,bmw mini north america,18650.0,22750.0,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
2006,Jeep,Liberty,Sport,suv,automatic,1j4gl48k86w257541,oh,35.0,98601.0,brown,gray,sullivan auto group llc,5650.0,7300.0,Thu Jun 04 2015 03:30:00 GMT-0700 (PDT)
2008,Mercedes-Benz,R-Class,R320 CDI,Wagon,automatic,4jgcb22e18a070068,fl,35.0,97850.0,gold,tan,lexus of palm beach,13650.0,10500.0,Tue Dec 23 2014 09:15:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac8bh040851,nc,22.0,77682.0,black,beige,gm financial,8875.0,9300.0,Tue Mar 03 2015 01:15:00 GMT-0800 (PST)
2014,Ram,1500,SLT,Quad Cab,automatic,1c6rr6gt9es357938,tx,41.0,20097.0,red,gray,budget rac of memphis,22700.0,23000.0,Thu Jan 22 2015 02:30:00 GMT-0800 (PST)
2014,Kia,Sportage,LX,SUV,automatic,kndpbcac2e7560846,co,39.0,21112.0,brown,black,kia motors america  inc,16200.0,16800.0,Tue Jun 16 2015 05:00:00 GMT-0700 (PDT)
1999,Saturn,S-Series,SL2,Sedan,automatic,1g8zk527xxz316692,nc,19.0,128042.0,purple,black,rick hendrick city chevrolet,675.0,600.0,Wed Jan 21 2015 06:30:00 GMT-0800 (PST)
2014,Ford,Explorer,XLT,SUV,automatic,1fm5k8d88egc39403,il,43.0,34499.0,silver,black,avis budget group,26200.0,26200.0,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
2011,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4rr4gg1bc714853,mi,42.0,49747.0,silver,black,fiserv/usb dealer services northstar exchange,21000.0,21900.0,Thu Jan 15 2015 01:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg8er391523,fl,25.0,24438.0,black,black,american fleet leasing,16650.0,14600.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2009,Suzuki,SX4,Crossover,Hatchback,automatic,js2ya413x96200951,fl,41.0,35756.0,brown,black,mason avenue motors inc,6125.0,6625.0,Wed Feb 18 2015 07:00:00 GMT-0800 (PST)
2002,Audi,allroad quattro,Base,Wagon,automatic,wa1yd54b32n088977,wa,2.0,129560.0,silver,black,charitable adult rides services/car donating is,2475.0,1100.0,Wed Feb 11 2015 04:35:00 GMT-0800 (PST)
2012,Volkswagen,Jetta,Base,Sedan,automatic,3vw2k7aj6cm354865,ca,37.0,35412.0,white,black,power drive inc,8275.0,10000.0,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap0cn442700,co,41.0,24247.0,burgundy,tan,nissan-infiniti lt,12950.0,14200.0,Tue Feb 17 2015 04:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hbxcr207365,nv,43.0,14214.0,—,gray,mercedes-benz financial services,23300.0,23250.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Subaru,Outback,2.5i Premium,Wagon,automatic,4s4brcbc7d3270155,fl,42.0,33571.0,silver,black,napletons north palm auto park inc,20100.0,17900.0,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar5cm674871,co,42.0,36612.0,gray,tan,infiniti financial services,19300.0,17700.0,Tue Mar 10 2015 05:00:00 GMT-0700 (PDT)
2007,Suzuki,Forenza,Base,Sedan,automatic,kl5jd56z77k715681,or,24.0,99840.0,red,gray,nazcar auto center llc,1775.0,3000.0,Tue Feb 17 2015 04:30:00 GMT-0800 (PST)
2001,Chevrolet,Blazer,LT,SUV,automatic,1gndt13w212181419,il,19.0,104710.0,burgundy,gray,automotive remarketing inc,1600.0,1350.0,Tue Feb 10 2015 02:00:00 GMT-0800 (PST)
2012,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6apxcl638814,ca,39.0,53116.0,black,gray,nissan-infiniti lt,9475.0,12000.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2010,Hyundai,Accent,GS,Hatchback,automatic,kmhcm3ac3au165087,fl,31.0,66834.0,blue,gray,santander consumer,4375.0,5500.0,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
2014,Kia,Forte,LX,Sedan,automatic,knafx4a68e5223667,ca,42.0,11656.0,gray,black,kia motors america  inc,12450.0,12900.0,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2012,Volvo,XC90,3.2,suv,automatic,yv4952cyxc1613597,ca,43.0,68693.0,white,beige,hoehn honda,18400.0,19000.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
2008,Lexus,LS 600h L,Base,Sedan,automatic,jthdu46fx85000299,ca,19.0,63369.0,gray,gray,remarketing by ge/manheim riverside,28900.0,23000.0,Thu May 21 2015 05:30:00 GMT-0700 (PDT)
2005,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4gp44l85r545157,mi,21.0,193984.0,blue,gray,credit acceptance corp/vrs/southfield,1275.0,950.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2004,Cadillac,CTS,Base,Sedan,automatic,1g6dm577240125127,nc,34.0,140930.0,white,gray,national fleet leasing,3025.0,3200.0,Mon Feb 02 2015 01:30:00 GMT-0800 (PST)
2008,Chrysler,Town and Country,Touring,minivan,automatic,2a8hr54p08r694650,tx,27.0,98560.0,burgundy,gray,david mcdavid acura,7150.0,6700.0,Wed May 27 2015 03:20:00 GMT-0700 (PDT)
2012,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk3cu563185,mo,25.0,60219.0,gray,gray,the hertz corporation,11900.0,10501.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
2002,Chevrolet,Suburban,1500 LS,SUV,automatic,3gnfk16z22g165473,md,29.0,143499.0,green,beige,greenwood remarketing,3800.0,4000.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2011,Nissan,Rogue,S,SUV,automatic,jn8as5mt2bw154181,fl,42.0,76886.0,gray,black,tdaf remarketing,9125.0,9700.0,Tue Mar 03 2015 01:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5,sedan,automatic,1n4al2ap0cc143963,il,29.0,36808.0,black,black,nissan-infiniti lt,11700.0,12000.0,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
2011,Mazda,Mazda3,s Sport,Hatchback,automatic,jm1bl1k58b1484320,fl,39.0,27387.0,silver,black,jpmorgan chase bank n.a.,12100.0,12200.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2004,Lexus,ES 330,Base,Sedan,automatic,jthba30g445023230,pa,4.0,69458.0,silver,black,crossroad motors llc,7950.0,9500.0,Fri May 22 2015 02:15:00 GMT-0700 (PDT)
2010,Nissan,Titan,SE,Crew Cab,automatic,1n6aa0ec9an311027,pa,23.0,60073.0,gray,black,nissan motor acceptance corporation,18750.0,16100.0,Thu May 28 2015 06:00:00 GMT-0700 (PDT)
2013,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgda5jb2da143961,ca,46.0,27161.0,white,black,mercedes-benz finc wholesale advantage,34500.0,35500.0,Thu May 21 2015 05:30:00 GMT-0700 (PDT)
2013,Dodge,Avenger,SE,sedan,automatic,1c3cdzab6dn530590,fl,39.0,36964.0,black,black,ez rent a car inc,10100.0,10100.0,Tue May 26 2015 02:00:00 GMT-0700 (PDT)
2010,Chevrolet,Equinox,LT2,suv,automatic,2cnflnew1a6344050,mi,29.0,60145.0,black,black,automobiles paille inc,13800.0,12100.0,Thu Jun 04 2015 02:30:00 GMT-0700 (PDT)
2011,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdz7aj3bm359055,ny,25.0,43749.0,silver,black,nextgear capital,9100.0,8400.0,Wed Feb 11 2015 02:15:00 GMT-0800 (PST)
2001,Honda,Civic,EX,sedan,automatic,1hges267x1l020743,md,19.0,104514.0,black,gray,darcars toyota,2500.0,1800.0,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
2003,Honda,Accord,LX,Sedan,automatic,1hgcm563x3a141156,nj,39.0,75056.0,blue,gray,lester glenn ford,4250.0,6600.0,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2012,Ford,Escape,Limited,suv,automatic,1fmcu9e72ckb98841,ny,41.0,42588.0,white,tan,ford motor credit company llc,17000.0,17100.0,Wed Jun 17 2015 02:20:00 GMT-0700 (PDT)
2012,Chevrolet,Equinox,LS,SUV,automatic,2gnflcek5c6225143,nj,36.0,40109.0,black,gray,wheels exchange llc,15500.0,14000.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2014,Ford,Explorer,XLT,suv,automatic,1fm5k8d81ega19956,ny,37.0,25556.0,white,beige,ford motor credit company llc,27600.0,27400.0,Wed Jun 10 2015 02:20:00 GMT-0700 (PDT)
2011,Mercedes-Benz,GL-Class,GL550 4MATIC,SUV,automatic,4jgbf8ge5ba649499,wi,5.0,49838.0,gray,black,the best choice inc,38800.0,38300.0,Wed Mar 04 2015 02:00:00 GMT-0800 (PST)
2014,Cadillac,SRX,Performance,SUV,automatic,3gyfnfe33es597110,tx,44.0,29613.0,black,black,brac of salt lake city,33600.0,33500.0,Thu Jan 29 2015 02:30:00 GMT-0800 (PST)
2012,GMC,Acadia,SLT-1,SUV,automatic,1gkkrred4cj151733,ca,4.0,16068.0,black,black,gossler motors,23900.0,25250.0,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
2014,Ford,F-150,XL,regular cab,automatic,1ftnf1cfxekd64271,mn,5.0,4858.0,white,gray,u-haul,17900.0,18600.0,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)
2012,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae7cu338483,ca,4.0,48917.0,black,gray,hyundai motor finance,9900.0,9500.0,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
2013,Kia,Sorento,LX,SUV,automatic,5xykt3a69dg418576,nc,49.0,5747.0,gray,black,remarketing by ge/the credit union loan source,17500.0,17700.0,Tue Feb 10 2015 01:15:00 GMT-0800 (PST)
2010,Dodge,Grand Caravan,SE,Minivan,automatic,2d4rn4de1ar439367,fl,41.0,94414.0,blue,gray,ge fleet services for itself/servicer,6925.0,7100.0,Fri Jan 09 2015 09:35:00 GMT-0800 (PST)
2012,BMW,7 Series,740Li,Sedan,automatic,wbakb4c52cc575413,ca,49.0,30937.0,gray,black,volkswagen north scottsdale,40300.0,36750.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn540089,il,41.0,35996.0,blue,black,nissan-infiniti lt,11900.0,11600.0,Tue Jan 20 2015 02:00:00 GMT-0800 (PST)
2004,Ford,F-150,FX4,SuperCab,automatic,1ftpx14584kb92977,ga,28.0,126393.0,blue,black,navy fcu,7150.0,5000.0,Mon Feb 23 2015 16:00:00 GMT-0800 (PST)
2014,Kia,Sportage,LX,SUV,automatic,kndpb3ac8e7549821,tx,46.0,10845.0,silver,gray,kia motors america  inc,16000.0,17200.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2014,Chevrolet,Malibu,LS Fleet,Sedan,automatic,1g11a5sl0ef151861,tx,41.0,13699.0,white,gray,wheels exchange llc,14300.0,15000.0,Wed Mar 04 2015 02:00:00 GMT-0800 (PST)
2014,Toyota,RAV4,XLE,SUV,automatic,2t3rfrev5ew144385,ca,43.0,18361.0,black,gray,sixt rent a car llc,21900.0,21900.0,Tue Feb 10 2015 04:30:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37x,G Coupe,automatic,jn1cv6el4dm981567,nj,42.0,31167.0,white,beige,nissan infiniti lt,23400.0,25000.0,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,g sedan,manual,jn1cv6ap7cm627307,nj,39.0,43209.0,black,black,nissan infiniti lt,20600.0,21000.0,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT)
2012,Nissan,Altima,3.5 SR,Sedan,automatic,1n4bl2ap8cn504994,mn,4.0,36110.0,black,black,enterprise fleet management exchange  inc.,13500.0,14200.0,Thu Feb 05 2015 02:45:00 GMT-0800 (PST)
2009,BMW,X5,xDrive48i,SUV,automatic,5uxfe83599l170644,nj,27.0,75511.0,white,black,hi tech auto group inc,19400.0,19000.0,Wed May 20 2015 02:30:00 GMT-0700 (PDT)
2013,Ram,1500,SLT,Quad Cab,automatic,1c6rr6gg8ds666317,fl,31.0,23552.0,black,black,chrysler capital,18800.0,18300.0,Wed Feb 18 2015 01:05:00 GMT-0800 (PST)
2014,Audi,A4,2.0T Premium Plus quattro,sedan,automatic,wauffaflxen016410,tx,48.0,13370.0,white,black,vw credit  inc/pilot,31000.0,30400.0,Thu Jun 04 2015 04:00:00 GMT-0700 (PDT)
2010,Toyota,Prius,III,Hatchback,automatic,jtdkn3du4a0103996,wi,4.0,75866.0,white,gray,ari,10700.0,12000.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2008,Chevrolet,Impala,LT,sedan,automatic,2g1wt58k489276244,mi,31.0,112431.0,silver,black,first investors financial services,4925.0,2800.0,Thu Jun 04 2015 02:30:00 GMT-0700 (PDT)
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,wddhf5kb8da722061,fl,33.0,20893.0,—,black,mercedes-benz financial services,32700.0,30600.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2008,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j8gs48k58c140103,tn,19.0,144999.0,black,gray,westlake financial services,4775.0,3000.0,Tue Feb 03 2015 02:30:00 GMT-0800 (PST)
2012,Honda,Pilot,LX,SUV,automatic,5fnyf4h25cb007465,pa,35.0,49241.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,17850.0,16900.0,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
2012,Kia,Sorento,EX,suv,automatic,5xyku3a64cg290288,fl,39.0,13034.0,silver,black,tdaf remarketing,18450.0,17500.0,Tue Jun 02 2015 02:00:00 GMT-0700 (PDT)
2011,Chevrolet,Tahoe,LS,SUV,automatic,1gnskae0xbr359704,fl,45.0,103632.0,black,black,coggin chevrolet at the avenues,16600.0,16800.0,Thu Feb 19 2015 05:00:00 GMT-0800 (PST)
2012,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ej9cm134633,tn,37.0,31107.0,—,black,ford motor credit company llc,8700.0,9300.0,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2013,Chevrolet,Volt,Base,Hatchback,automatic,1g1ra6e49du122026,ga,39.0,37433.0,black,black,ge fleet services for itself/servicer,14750.0,13900.0,Thu Feb 05 2015 02:00:00 GMT-0800 (PST)
2013,Honda,Civic,LX,Sedan,automatic,2hgfb2f54dh508767,pa,29.0,16651.0,silver,gray,ahfc/honda lease trust/hvt  inc. eot,13500.0,11800.0,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap6fc241292,ca,2.0,150.0,white,black,enterprise vehicle exchange / tra / rental / tulsa,16300.0,11900.0,Tue Jan 20 2015 04:00:00 GMT-0800 (PST)
2010,Toyota,Camry,LE,sedan,automatic,4t1bf3ek1au012666,nj,27.0,228215.0,gray,gray,boardwalk acura,5700.0,6600.0,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap2dn512687,tn,43.0,40351.0,—,black,avis corporation,12850.0,12700.0,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2009,Hyundai,Santa Fe,GLS,SUV,automatic,5nmsg13d69h303922,mn,26.0,76628.0,silver,gray,exeter finance corp,8400.0,6300.0,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac0dh668678,sc,34.0,44926.0,black,gray,avis corporation,11950.0,11700.0,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
2011,Kia,Optima,SX,Sedan,automatic,knagr4a68b5135552,md,2.0,38186.0,gray,black,tischer acura nissan,15250.0,14100.0,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2001,Ford,Expedition,Eddie Bauer,suv,automatic,1fmfu18lx1la01624,nj,25.0,95861.0,black,beige,holman ford lincoln,2650.0,2200.0,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2014,Dodge,Grand Caravan,SXT,minivan,automatic,2c4rdgcg0er177156,mi,47.0,40756.0,white,black,avis corporation,16100.0,16500.0,Thu Feb 26 2015 02:15:00 GMT-0800 (PST)
2012,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1et3ckd61166,il,43.0,49231.0,red,gray,ford motor credit company llc,25300.0,26300.0,Tue May 19 2015 04:00:00 GMT-0700 (PDT)
2013,Ford,Edge,SE,SUV,automatic,2fmdk4gc7dbb46267,fl,35.0,64095.0,black,tan,ge fleet services for itself/servicer,15650.0,14600.0,Wed Feb 25 2015 01:00:00 GMT-0800 (PST)
2011,Chevrolet,Cruze,LS,Sedan,manual,1g1pd5sh3b7158547,oh,36.0,59300.0,black,—,wright-patt credit union,8225.0,7500.0,Thu May 21 2015 02:00:00 GMT-0700 (PDT)
2013,Ford,Edge,Limited,SUV,automatic,2fmdk4kcxdbc38755,wa,46.0,33395.0,black,beige,avis corporation,23100.0,24400.0,Wed Jan 21 2015 05:30:00 GMT-0800 (PST)
2014,Chrysler,300,S,Sedan,automatic,2c3ccabg8eh263221,tn,44.0,25442.0,white,black,budget rent a car/atlanta,23600.0,23500.0,Wed Feb 11 2015 02:00:00 GMT-0800 (PST)
2008,Infiniti,M35,x,sedan,automatic,jnkay01f88m655137,fl,22.0,83897.0,gray,black,td auto finance,12900.0,9700.0,Tue Jun 16 2015 02:00:00 GMT-0700 (PDT)
2012,Toyota,Sienna,LE 8-Passenger,minivan,automatic,5tdkk3dc9cs273500,ga,26.0,32160.0,gray,silver,meridian remarketing,17700.0,17800.0,Thu Jun 11 2015 03:00:00 GMT-0700 (PDT)
2006,Pontiac,G6,Base,Sedan,automatic,1g2zg558964115460,fl,19.0,100261.0,gray,black,coral springs honda,3700.0,1400.0,Fri May 15 2015 02:30:00 GMT-0700 (PDT)
2008,Ford,F-350 Super Duty,XL,Crew Cab,automatic,1ftww31r28eb10277,co,19.0,177728.0,white,gray,wheels exchange llc,10550.0,5100.0,Tue Feb 10 2015 04:00:00 GMT-0800 (PST)
2013,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb6d7236685,mi,31.0,51526.0,silver,black,the hertz corporation,10650.0,10300.0,Thu May 14 2015 02:30:00 GMT-0700 (PDT)
2013,Ford,Fusion,SE,sedan,automatic,3fa6p0hr3dr292943,oh,19.0,96143.0,black,gray,ge fleet services for itself/servicer,9725.0,7500.0,Mon Jun 08 2015 17:00:00 GMT-0700 (PDT)
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h9xer319718,fl,36.0,23081.0,—,black,avis budget group,16700.0,16500.0,Thu Mar 05 2015 01:00:00 GMT-0800 (PST)
2013,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb1d7188633,nc,36.0,56900.0,silver,gray,chrysler capital,10150.0,9700.0,Mon Jan 19 2015 01:30:00 GMT-0800 (PST)
2012,Ford,Edge,Limited,SUV,automatic,2fmdk3kc0cba81987,ca,41.0,9682.0,black,black,ford motor credit company llc pd,24100.0,23400.0,Thu Feb 19 2015 04:30:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac2bh191734,fl,33.0,95327.0,red,gold,hyundai of wesley chapel,7775.0,8500.0,Thu Jan 08 2015 09:45:00 GMT-0800 (PST)
2014,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,1ft7w2bt9eea85852,pa,46.0,20946.0,gray,black,tdaf remarketing,47900.0,46900.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
